Ensembl.Gene.ID	Mouse_E7.5	Mouse_E8.5	Mouse_E9.5	Mouse_E10.5	Mouse_E12.5	Mouse_E14.5	Mouse_E16.5	Mouse_E18.5
ENSMUSG00000053581	7.43444444444445	7.58111111111111	7.52222222222222	7.33555555555555	7.49166666666667	7.24333333333333	6.975	6.98
ENSMUSG00000053600	8.28	8.14	8.06	7.94333333333333	7.135	6.755	6.715	5.81
ENSMUSG00000053603	2.23	2.23	2.23	2.23	2.23	2.23	2.23	2.23
ENSMUSG00000053604	7.9	7.35	8.18333333333333	8.46666666666667	8.415	8.95	8.67	8.325
ENSMUSG00000053617	4.72666666666667	5.20166666666667	5.34833333333333	5.54166666666667	5.8275	6.0575	6.0275	6.275
ENSMUSG00000053624	2.23	2.23	2.23	2.23	2.23	2.23	2.23	2.23
ENSMUSG00000053626	2.23	2.23	2.23	2.23	2.23	2.23	2.23	2.23
ENSMUSG00000053641	3.63666666666667	3.76	3.84333333333333	4.00333333333333	4.88	5.675	6.205	4.465
ENSMUSG00000053644	5.46222222222222	5.17555555555555	4.98777777777778	4.88555555555555	4.695	4.725	4.63166666666667	4.63166666666667
ENSMUSG00000053646	5.115	5.89833333333333	5.765	6.29833333333333	5.635	5.05	4.4425	4.2575
