Ensembl.Gene.ID	scorecutoff	connectivity	toppercentile
ENSDARG00000010487	400	20	30
ENSDARG00000010514	400	3	70
ENSDARG00000010515	400	42	20
ENSDARG00000010516	400	104	10
ENSDARG00000010519	400	25	20
ENSDARG00000010553	400	7	50
ENSDARG00000010555	400	39	20
ENSDARG00000010563	400	5	60
ENSDARG00000010583	400	19	30
ENSDARG00000010591	400	1	90
ENSDARG00000010610	400	1	90
ENSDARG00000010655	400	1	90
ENSDARG00000010658	400	2	80
ENSDARG00000010680	400	3	70
ENSDARG00000010681	400	1	90
ENSDARG00000010710	400	4	60
ENSDARG00000010717	400	28	20
ENSDARG00000010728	400	7	50
ENSDARG00000010729	400	1	90
ENSDARG00000010732	400	4	60
ENSDARG00000010745	400	16	30
ENSDARG00000010756	400	2	80
ENSDARG00000010764	400	2	80
ENSDARG00000010770	400	19	30
ENSDARG00000010779	400	135	10
ENSDARG00000010782	400	7	50
ENSDARG00000010784	400	14	40
ENSDARG00000010785	400	105	10
ENSDARG00000010789	400	1	90
ENSDARG00000010791	400	7	50
ENSDARG00000010792	400	23	30
ENSDARG00000010823	400	11	40
ENSDARG00000010831	400	1	90
ENSDARG00000010844	400	44	20
ENSDARG00000010862	400	51	10
ENSDARG00000010878	400	12	40
ENSDARG00000010918	400	9	50
ENSDARG00000010933	400	4	60
ENSDARG00000010946	400	19	30
ENSDARG00000010948	400	41	20
ENSDARG00000010953	400	1	90
ENSDARG00000010956	400	21	30
ENSDARG00000010965	400	38	20
ENSDARG00000011000	400	20	30
ENSDARG00000011020	400	3	70
ENSDARG00000011026	400	4	60
ENSDARG00000011055	400	3	70
ENSDARG00000011065	400	4	60
ENSDARG00000011072	400	8	50
ENSDARG00000011079	400	118	10
ENSDARG00000011091	400	5	60
ENSDARG00000011094	400	29	20
ENSDARG00000011125	400	82	10
ENSDARG00000011141	400	1	90
ENSDARG00000011146	400	32	20
ENSDARG00000011152	400	15	30
ENSDARG00000011157	400	106	10
ENSDARG00000011166	400	12	40
ENSDARG00000011175	400	25	20
ENSDARG00000011188	400	3	70
ENSDARG00000011190	400	43	20
ENSDARG00000011201	400	92	10
ENSDARG00000011208	400	3	70
ENSDARG00000011219	400	42	20
ENSDARG00000011233	400	4	60
ENSDARG00000011235	400	15	30
ENSDARG00000011239	400	2	80
ENSDARG00000011245	400	33	20
ENSDARG00000011262	400	1	90
ENSDARG00000011272	400	5	60
ENSDARG00000011298	400	3	70
ENSDARG00000011299	400	1	90
ENSDARG00000011301	400	20	30
ENSDARG00000011312	400	3	70
ENSDARG00000011317	400	10	40
ENSDARG00000011370	400	8	50
ENSDARG00000011373	400	3	70
ENSDARG00000011400	400	2	80
ENSDARG00000011404	400	100	10
ENSDARG00000011410	400	10	40
ENSDARG00000011418	400	6	60
ENSDARG00000011466	400	7	50
ENSDARG00000011487	400	66	10
ENSDARG00000011488	400	1	90
ENSDARG00000011496	400	1	90
ENSDARG00000011506	400	20	30
ENSDARG00000011510	400	8	50
ENSDARG00000011521	400	11	40
ENSDARG00000011545	400	16	30
ENSDARG00000011553	400	107	10
ENSDARG00000011564	400	2	80
ENSDARG00000011582	400	2	80
ENSDARG00000011615	400	2	80
ENSDARG00000011648	400	76	10
ENSDARG00000011662	400	35	20
ENSDARG00000011665	400	47	10
ENSDARG00000011703	400	32	20
ENSDARG00000011740	400	9	50
ENSDARG00000011764	400	2	80
ENSDARG00000011770	400	3	70
ENSDARG00000011785	400	10	40
ENSDARG00000011801	400	43	20
ENSDARG00000011821	400	23	30
ENSDARG00000011841	400	22	30
ENSDARG00000011851	400	2	80
ENSDARG00000011862	400	2	80
ENSDARG00000011863	400	2	80
ENSDARG00000011876	400	14	40
ENSDARG00000011885	400	5	60
ENSDARG00000011897	400	4	60
ENSDARG00000011921	400	13	40
ENSDARG00000011925	400	3	70
ENSDARG00000011932	400	62	10
ENSDARG00000011941	400	12	40
ENSDARG00000011948	400	15	30
ENSDARG00000011958	400	3	70
ENSDARG00000011975	400	1	90
ENSDARG00000011983	400	3	70
ENSDARG00000011989	400	18	30
ENSDARG00000012013	400	1	90
ENSDARG00000012016	400	3	70
ENSDARG00000012021	400	13	40
ENSDARG00000012025	400	1	90
ENSDARG00000012030	400	2	80
ENSDARG00000012040	400	27	20
ENSDARG00000012066	400	10	40
ENSDARG00000012071	400	1	90
ENSDARG00000012072	400	9	50
ENSDARG00000012076	400	11	40
ENSDARG00000012078	400	10	40
ENSDARG00000012113	400	53	10
ENSDARG00000012137	400	12	40
ENSDARG00000012141	400	5	60
ENSDARG00000012144	400	3	70
ENSDARG00000012177	400	1	90
ENSDARG00000012192	400	58	10
ENSDARG00000012194	400	11	40
ENSDARG00000012215	400	41	20
ENSDARG00000012222	400	21	30
ENSDARG00000012234	400	11	40
ENSDARG00000012248	400	1	90
ENSDARG00000012261	400	21	30
ENSDARG00000012274	400	16	30
ENSDARG00000012281	400	2	80
ENSDARG00000012295	400	42	20
ENSDARG00000012325	400	2	80
ENSDARG00000012341	400	31	20
ENSDARG00000012347	400	7	50
ENSDARG00000012366	400	25	20
ENSDARG00000012378	400	3	70
ENSDARG00000012381	400	48	10
ENSDARG00000012387	400	38	20
ENSDARG00000012395	400	11	40
ENSDARG00000012405	400	32	20
ENSDARG00000012422	400	25	20
ENSDARG00000012432	400	2	80
ENSDARG00000012450	400	1	90
ENSDARG00000012453	400	1	90
ENSDARG00000012468	400	23	30
ENSDARG00000012485	400	23	30
ENSDARG00000012495	400	58	10
ENSDARG00000012499	400	19	30
ENSDARG00000012505	400	6	60
ENSDARG00000012553	400	14	40
ENSDARG00000012555	400	41	20
ENSDARG00000012563	400	2	80
ENSDARG00000012572	400	107	10
ENSDARG00000012586	400	2	80
ENSDARG00000012588	400	19	30
ENSDARG00000012591	400	5	60
ENSDARG00000012603	400	24	30
ENSDARG00000012609	400	4	60
ENSDARG00000012656	400	5	60
ENSDARG00000012671	400	5	60
ENSDARG00000012672	400	26	20
ENSDARG00000012674	400	63	10
ENSDARG00000012682	400	2	80
ENSDARG00000012684	400	1	90
ENSDARG00000012718	400	18	30
ENSDARG00000012723	400	2	80
ENSDARG00000012747	400	62	10
ENSDARG00000012763	400	5	60
ENSDARG00000012776	400	1	90
ENSDARG00000012788	400	80	10
ENSDARG00000012796	400	5	60
ENSDARG00000012818	400	8	50
ENSDARG00000012820	400	120	10
ENSDARG00000012827	400	1	90
ENSDARG00000012860	400	7	50
ENSDARG00000012866	400	6	60
ENSDARG00000012871	400	2	80
ENSDARG00000012874	400	11	40
ENSDARG00000012881	400	14	40
ENSDARG00000012892	400	11	40
ENSDARG00000012896	400	3	70
ENSDARG00000012899	400	6	60
ENSDARG00000012914	400	5	60
ENSDARG00000012915	400	7	50
ENSDARG00000012927	400	10	40
ENSDARG00000012929	400	11	40
ENSDARG00000012932	400	27	20
ENSDARG00000012942	400	71	10
ENSDARG00000012944	400	5	60
ENSDARG00000012947	400	1	90
ENSDARG00000012972	400	60	10
ENSDARG00000012982	400	3	70
ENSDARG00000012987	400	84	10
ENSDARG00000013004	400	5	60
ENSDARG00000013009	400	38	20
ENSDARG00000013016	400	23	30
ENSDARG00000013020	400	1	90
ENSDARG00000013031	400	4	60
ENSDARG00000013044	400	139	10
ENSDARG00000013056	400	37	20
ENSDARG00000013057	400	1	90
ENSDARG00000013075	400	71	10
ENSDARG00000013076	400	8	50
ENSDARG00000013078	400	3	70
ENSDARG00000013079	400	6	60
ENSDARG00000013082	400	1	90
ENSDARG00000013087	400	3	70
ENSDARG00000013095	400	30	20
ENSDARG00000013110	400	5	60
ENSDARG00000013117	400	53	10
ENSDARG00000013144	400	17	30
ENSDARG00000013150	400	2	80
ENSDARG00000013161	400	21	30
ENSDARG00000013168	400	6	60
ENSDARG00000013207	400	8	50
ENSDARG00000013227	400	25	20
ENSDARG00000013250	400	65	10
ENSDARG00000013266	400	7	50
ENSDARG00000013274	400	1	90
ENSDARG00000013279	400	1	90
ENSDARG00000013302	400	1	90
ENSDARG00000013317	400	2	80
ENSDARG00000013333	400	39	20
ENSDARG00000013351	400	3	70
ENSDARG00000013371	400	1	90
ENSDARG00000013382	400	35	20
ENSDARG00000013393	400	2	80
ENSDARG00000013409	400	10	40
ENSDARG00000013414	400	3	70
ENSDARG00000013415	400	11	40
ENSDARG00000013430	400	61	10
ENSDARG00000013438	400	1	90
ENSDARG00000013441	400	8	50
ENSDARG00000013457	400	7	50
ENSDARG00000013461	400	3	70
ENSDARG00000013472	400	2	80
ENSDARG00000013475	400	87	10
ENSDARG00000013477	400	36	20
ENSDARG00000013478	400	72	10
ENSDARG00000013522	400	42	20
ENSDARG00000013533	400	1	90
ENSDARG00000013539	400	15	30
ENSDARG00000013542	400	2	80
ENSDARG00000013561	400	38	20
ENSDARG00000013575	400	9	50
ENSDARG00000013576	400	4	60
ENSDARG00000013581	400	1	90
ENSDARG00000013582	400	8	50
ENSDARG00000013598	400	3	70
ENSDARG00000013607	400	2	80
ENSDARG00000013623	400	9	50
ENSDARG00000013628	400	1	90
ENSDARG00000013670	400	19	30
ENSDARG00000013705	400	12	40
ENSDARG00000013708	400	1	90
ENSDARG00000013721	400	24	30
ENSDARG00000013726	400	2	80
ENSDARG00000013729	400	15	30
ENSDARG00000013732	400	6	60
ENSDARG00000013734	400	36	20
ENSDARG00000013741	400	2	80
ENSDARG00000013750	400	26	20
ENSDARG00000013755	400	33	20
ENSDARG00000013776	400	19	30
ENSDARG00000013787	400	60	10
ENSDARG00000013795	400	32	20
ENSDARG00000013800	400	37	20
ENSDARG00000013802	400	1	90
ENSDARG00000013804	400	16	30
ENSDARG00000013837	400	12	40
ENSDARG00000013838	400	1	90
ENSDARG00000013839	400	17	30
ENSDARG00000013841	400	2	80
ENSDARG00000013845	400	1	90
ENSDARG00000013853	400	9	50
ENSDARG00000013856	400	18	30
ENSDARG00000013858	400	12	40
ENSDARG00000013860	400	9	50
ENSDARG00000013861	400	1	90
ENSDARG00000013880	400	6	60
ENSDARG00000013881	400	25	20
ENSDARG00000013892	400	2	80
ENSDARG00000013931	400	71	10
ENSDARG00000013933	400	3	70
ENSDARG00000013938	400	51	10
ENSDARG00000013950	400	11	40
ENSDARG00000013966	400	41	20
ENSDARG00000013968	400	5	60
ENSDARG00000013973	400	13	40
ENSDARG00000013976	400	5	60
ENSDARG00000014008	400	1	90
ENSDARG00000014013	400	1	90
ENSDARG00000014015	400	13	40
ENSDARG00000014017	400	100	10
ENSDARG00000014018	400	8	50
ENSDARG00000014031	400	40	20
ENSDARG00000014041	400	1	90
ENSDARG00000014050	400	7	50
ENSDARG00000014057	400	2	80
ENSDARG00000014068	400	18	30
ENSDARG00000014085	400	11	40
ENSDARG00000014098	400	8	50
ENSDARG00000014106	400	5	60
ENSDARG00000014113	400	12	40
ENSDARG00000014138	400	4	60
ENSDARG00000014139	400	13	40
ENSDARG00000014159	400	141	10
ENSDARG00000014161	400	29	20
ENSDARG00000014165	400	19	30
ENSDARG00000014171	400	5	60
ENSDARG00000014179	400	23	30
ENSDARG00000014190	400	23	30
ENSDARG00000014196	400	11	40
ENSDARG00000014201	400	3	70
ENSDARG00000014208	400	8	50
ENSDARG00000014218	400	6	60
ENSDARG00000014222	400	8	50
ENSDARG00000014230	400	48	10
ENSDARG00000014244	400	4	60
ENSDARG00000014259	400	13	40
ENSDARG00000014273	400	4	60
ENSDARG00000014287	400	24	30
ENSDARG00000014292	400	9	50
ENSDARG00000014303	400	1	90
ENSDARG00000014313	400	84	10
ENSDARG00000014321	400	5	60
ENSDARG00000014329	400	9	50
ENSDARG00000014340	400	3	70
ENSDARG00000014356	400	1	90
ENSDARG00000014357	400	4	60
ENSDARG00000014373	400	6	60
ENSDARG00000014378	400	4	60
ENSDARG00000014386	400	5	60
ENSDARG00000014420	400	12	40
ENSDARG00000014427	400	1	90
ENSDARG00000014430	400	122	10
ENSDARG00000014463	400	186	10
ENSDARG00000014474	400	9	50
ENSDARG00000014479	400	7	50
ENSDARG00000014488	400	23	30
ENSDARG00000014499	400	26	20
ENSDARG00000014522	400	1	90
ENSDARG00000014532	400	2	80
ENSDARG00000014550	400	4	60
ENSDARG00000014554	400	11	40
ENSDARG00000014565	400	5	60
ENSDARG00000014571	400	44	20
ENSDARG00000014572	400	40	20
ENSDARG00000014577	400	5	60
ENSDARG00000014582	400	6	60
ENSDARG00000014587	400	1	90
ENSDARG00000014588	400	71	10
ENSDARG00000014591	400	9	50
ENSDARG00000014592	400	1	90
ENSDARG00000014626	400	12	40
ENSDARG00000014634	400	16	30
ENSDARG00000014655	400	28	20
ENSDARG00000014670	400	2	80
ENSDARG00000014673	400	52	10
ENSDARG00000014674	400	18	30
ENSDARG00000014676	400	21	30
ENSDARG00000014685	400	62	10
ENSDARG00000014692	400	5	60
ENSDARG00000014704	400	10	40
ENSDARG00000014717	400	17	30
ENSDARG00000014722	400	17	30
ENSDARG00000014727	400	52	10
ENSDARG00000014731	400	9	50
ENSDARG00000014763	400	9	50
ENSDARG00000014770	400	4	60
ENSDARG00000014793	400	4	60
ENSDARG00000014794	400	8	50
ENSDARG00000014796	400	15	30
ENSDARG00000014804	400	4	60
ENSDARG00000014817	400	18	30
ENSDARG00000014840	400	2	80
ENSDARG00000014858	400	5	60
ENSDARG00000014867	400	182	10
ENSDARG00000014875	400	9	50
ENSDARG00000014898	400	55	10
ENSDARG00000014915	400	38	20
ENSDARG00000014941	400	4	60
ENSDARG00000014943	400	13	40
ENSDARG00000014956	400	2	80
ENSDARG00000014963	400	37	20
ENSDARG00000014969	400	3	70
ENSDARG00000014976	400	1	90
ENSDARG00000014986	400	12	40
ENSDARG00000014994	400	49	10
ENSDARG00000014995	400	26	20
ENSDARG00000015002	400	5	60
ENSDARG00000015006	400	13	40
ENSDARG00000015053	400	7	50
ENSDARG00000015059	400	20	30
ENSDARG00000015065	400	1	90
ENSDARG00000015070	400	105	10
ENSDARG00000015072	400	6	60
ENSDARG00000015076	400	2	80
ENSDARG00000015088	400	21	30
ENSDARG00000015110	400	2	80
ENSDARG00000015111	400	10	40
ENSDARG00000015123	400	8	50
ENSDARG00000015126	400	2	80
ENSDARG00000015128	400	137	10
ENSDARG00000015161	400	74	10
ENSDARG00000015164	400	3	70
ENSDARG00000015174	400	6	60
ENSDARG00000015199	400	52	10
ENSDARG00000015201	400	8	50
ENSDARG00000015208	400	16	30
ENSDARG00000015224	400	8	50
ENSDARG00000015236	400	13	40
ENSDARG00000015239	400	29	20
ENSDARG00000015240	400	2	80
ENSDARG00000015252	400	6	60
ENSDARG00000015266	400	6	60
ENSDARG00000015290	400	1	90
ENSDARG00000015314	400	2	80
ENSDARG00000015315	400	41	20
ENSDARG00000015325	400	42	20
ENSDARG00000015343	400	59	10
ENSDARG00000015352	400	54	10
ENSDARG00000015385	400	82	10
ENSDARG00000015392	400	2	80
ENSDARG00000015394	400	2	80
ENSDARG00000015399	400	14	40
ENSDARG00000015427	400	32	20
ENSDARG00000015460	400	6	60
ENSDARG00000015472	400	24	30
ENSDARG00000015474	400	13	40
ENSDARG00000015515	400	2	80
ENSDARG00000015524	400	37	20
ENSDARG00000015536	400	2	80
ENSDARG00000015540	400	12	40
ENSDARG00000015551	400	14	40
ENSDARG00000015554	400	15	30
ENSDARG00000015557	400	2	80
ENSDARG00000015563	400	2	80
ENSDARG00000015575	400	3	70
ENSDARG00000015576	400	1	90
ENSDARG00000015610	400	2	80
ENSDARG00000015611	400	2	80
ENSDARG00000015628	400	15	30
ENSDARG00000015653	400	1	90
ENSDARG00000015654	400	3	70
ENSDARG00000015657	400	11	40
ENSDARG00000015674	400	6	60
ENSDARG00000015676	400	115	10
ENSDARG00000015681	400	1	90
ENSDARG00000015686	400	8	50
ENSDARG00000015707	400	44	20
ENSDARG00000015734	400	1	90
ENSDARG00000015749	400	3	70
ENSDARG00000015752	400	13	40
ENSDARG00000015780	400	2	80
ENSDARG00000015807	400	24	30
ENSDARG00000015822	400	1	90
ENSDARG00000015823	400	25	20
ENSDARG00000015824	400	2	80
ENSDARG00000015835	400	3	70
ENSDARG00000015851	400	32	20
ENSDARG00000015854	400	4	60
ENSDARG00000015866	400	46	20
ENSDARG00000015879	400	13	40
ENSDARG00000015889	400	31	20
ENSDARG00000015901	400	20	30
ENSDARG00000015902	400	12	40
ENSDARG00000015906	400	3	70
ENSDARG00000015917	400	7	50
ENSDARG00000015918	400	35	20
ENSDARG00000015921	400	88	10
ENSDARG00000015947	400	1	90
ENSDARG00000015955	400	31	20
ENSDARG00000015968	400	1	90
ENSDARG00000015978	400	6	60
ENSDARG00000015990	400	17	30
ENSDARG00000015998	400	38	20
ENSDARG00000016022	400	4	60
ENSDARG00000016044	400	26	20
ENSDARG00000016059	400	4	60
ENSDARG00000016065	400	9	50
ENSDARG00000016080	400	4	60
ENSDARG00000016081	400	62	10
ENSDARG00000016086	400	146	10
ENSDARG00000016112	400	3	70
ENSDARG00000016117	400	3	70
ENSDARG00000016122	400	1	90
ENSDARG00000016128	400	38	20
ENSDARG00000016132	400	4	60
ENSDARG00000016138	400	3	70
ENSDARG00000016139	400	6	60
ENSDARG00000016153	400	38	20
ENSDARG00000016156	400	2	80
ENSDARG00000016160	400	44	20
ENSDARG00000016173	400	38	20
ENSDARG00000016177	400	4	60
ENSDARG00000016181	400	9	50
ENSDARG00000016212	400	1	90
ENSDARG00000016238	400	9	50
ENSDARG00000016253	400	2	80
ENSDARG00000016255	400	37	20
ENSDARG00000016263	400	5	60
ENSDARG00000016301	400	10	40
ENSDARG00000016304	400	6	60
ENSDARG00000016318	400	12	40
ENSDARG00000016336	400	50	10
ENSDARG00000016345	400	3	70
ENSDARG00000016350	400	1	90
ENSDARG00000016357	400	4	60
ENSDARG00000016364	400	66	10
ENSDARG00000016368	400	10	40
ENSDARG00000016375	400	35	20
ENSDARG00000016399	400	11	40
ENSDARG00000016404	400	16	30
ENSDARG00000016412	400	19	30
ENSDARG00000016415	400	108	10
ENSDARG00000016443	400	42	20
ENSDARG00000016454	400	2	80
ENSDARG00000016457	400	7	50
ENSDARG00000016460	400	7	50
ENSDARG00000016463	400	1	90
ENSDARG00000016470	400	8	50
ENSDARG00000016474	400	32	20
ENSDARG00000016480	400	1	90
ENSDARG00000016484	400	218	10
ENSDARG00000016496	400	2	80
ENSDARG00000016513	400	1	90
ENSDARG00000016514	400	33	20
ENSDARG00000016516	400	75	10
ENSDARG00000016519	400	4	60
ENSDARG00000016526	400	17	30
ENSDARG00000016536	400	16	30
ENSDARG00000016548	400	75	10
ENSDARG00000016570	400	15	30
ENSDARG00000016584	400	1	90
ENSDARG00000016598	400	6	60
ENSDARG00000016607	400	3	70
ENSDARG00000016611	400	1	90
ENSDARG00000016613	400	44	20
ENSDARG00000016623	400	2	80
ENSDARG00000016630	400	10	40
ENSDARG00000016687	400	17	30
ENSDARG00000016691	400	5	60
ENSDARG00000016706	400	65	10
ENSDARG00000016710	400	5	60
ENSDARG00000016721	400	57	10
ENSDARG00000016725	400	1	90
ENSDARG00000016733	400	19	30
ENSDARG00000016743	400	1	90
ENSDARG00000016745	400	1	90
ENSDARG00000016753	400	5	60
ENSDARG00000016754	400	9	50
ENSDARG00000016771	400	16	30
ENSDARG00000016783	400	13	40
ENSDARG00000016794	400	7	50
ENSDARG00000016809	400	51	10
ENSDARG00000016811	400	9	50
ENSDARG00000016837	400	2	80
ENSDARG00000016855	400	68	10
ENSDARG00000016856	400	3	70
ENSDARG00000016858	400	14	40
ENSDARG00000016864	400	129	10
ENSDARG00000016867	400	90	10
ENSDARG00000016868	400	9	50
ENSDARG00000016871	400	15	30
ENSDARG00000016875	400	24	30
ENSDARG00000016886	400	17	30
ENSDARG00000016889	400	116	10
ENSDARG00000016903	400	9	50
ENSDARG00000016904	400	1	90
ENSDARG00000016908	400	42	20
ENSDARG00000016918	400	2	80
ENSDARG00000016936	400	2	80
ENSDARG00000016977	400	1	90
ENSDARG00000016979	400	30	20
ENSDARG00000017010	400	6	60
ENSDARG00000017014	400	1	90
ENSDARG00000017023	400	41	20
ENSDARG00000017038	400	1	90
ENSDARG00000017049	400	102	10
ENSDARG00000017055	400	1	90
ENSDARG00000017058	400	5	60
ENSDARG00000017067	400	14	40
ENSDARG00000017078	400	12	40
ENSDARG00000017084	400	7	50
ENSDARG00000017093	400	2	80
ENSDARG00000017107	400	2	80
ENSDARG00000017121	400	14	40
ENSDARG00000017126	400	3	70
ENSDARG00000017128	400	2	80
ENSDARG00000017143	400	1	90
ENSDARG00000017155	400	19	30
ENSDARG00000017163	400	5	60
ENSDARG00000017174	400	8	50
ENSDARG00000017180	400	1	90
ENSDARG00000017219	400	21	30
ENSDARG00000017230	400	14	40
ENSDARG00000017235	400	13	40
ENSDARG00000017255	400	14	40
ENSDARG00000017261	400	68	10
ENSDARG00000017272	400	1	90
ENSDARG00000017274	400	8	50
ENSDARG00000017314	400	14	40
ENSDARG00000017315	400	19	30
ENSDARG00000017316	400	4	60
ENSDARG00000017320	400	292	10
ENSDARG00000017321	400	61	10
ENSDARG00000017337	400	1	90
ENSDARG00000017340	400	1	90
ENSDARG00000017369	400	6	60
ENSDARG00000017388	400	14	40
ENSDARG00000017397	400	1	90
ENSDARG00000017400	400	7	50
ENSDARG00000017437	400	72	10
ENSDARG00000017441	400	9	50
ENSDARG00000017444	400	26	20
ENSDARG00000017445	400	133	10
ENSDARG00000017454	400	18	30
ENSDARG00000017466	400	6	60
ENSDARG00000017504	400	1	90
ENSDARG00000017525	400	4	60
ENSDARG00000017537	400	10	40
ENSDARG00000017542	400	3	70
ENSDARG00000017562	400	1	90
ENSDARG00000017565	400	2	80
ENSDARG00000017571	400	36	20
ENSDARG00000017591	400	2	80
ENSDARG00000017605	400	5	60
ENSDARG00000017612	400	15	30
ENSDARG00000017624	400	61	10
ENSDARG00000017634	400	1	90
ENSDARG00000017658	400	131	10
ENSDARG00000017659	400	2	80
ENSDARG00000017661	400	25	20
ENSDARG00000017665	400	11	40
ENSDARG00000017676	400	15	30
ENSDARG00000017681	400	1	90
ENSDARG00000017687	400	14	40
ENSDARG00000017696	400	25	20
ENSDARG00000017740	400	1	90
ENSDARG00000017741	400	4	60
ENSDARG00000017744	400	12	40
ENSDARG00000017748	400	2	80
ENSDARG00000017757	400	82	10
ENSDARG00000017762	400	1	90
ENSDARG00000017772	400	25.5	25
ENSDARG00000017775	400	10	40
ENSDARG00000017781	400	12	40
ENSDARG00000017798	400	2	80
ENSDARG00000017803	400	23	30
ENSDARG00000017811	400	2	80
ENSDARG00000017813	400	7	50
ENSDARG00000017821	400	10	40
ENSDARG00000017842	400	18	30
ENSDARG00000017844	400	4	60
ENSDARG00000017853	400	1	90
ENSDARG00000017874	400	7	50
ENSDARG00000017882	400	2	80
ENSDARG00000017884	400	3	70
ENSDARG00000017901	400	17	30
ENSDARG00000017905	400	24	30
ENSDARG00000017910	400	39	20
ENSDARG00000017917	400	15	30
ENSDARG00000017927	400	3	70
ENSDARG00000017928	400	10	40
ENSDARG00000017953	400	21	30
ENSDARG00000017982	400	5	60
ENSDARG00000018002	400	13	40
ENSDARG00000018004	400	15	30
ENSDARG00000018006	400	11	40
ENSDARG00000018010	400	3	70
ENSDARG00000018022	400	70	10
ENSDARG00000018049	400	39	20
ENSDARG00000018060	400	88	10
ENSDARG00000018061	400	61	10
ENSDARG00000018073	400	4	60
ENSDARG00000018106	400	35	20
ENSDARG00000018107	400	1	90
ENSDARG00000018110	400	21	30
ENSDARG00000018124	400	29	20
ENSDARG00000018146	400	38	20
ENSDARG00000018149	400	1	90
ENSDARG00000018165	400	2	80
ENSDARG00000018178	400	37	20
ENSDARG00000018179	400	6	60
ENSDARG00000018190	400	10	40
ENSDARG00000018192	400	1.5	85
ENSDARG00000018206	400	9	50
ENSDARG00000018228	400	8	50
ENSDARG00000018241	400	1	90
ENSDARG00000018260	400	13	40
ENSDARG00000018263	400	14	40
ENSDARG00000018283	400	11	40
ENSDARG00000018285	400	15	30
ENSDARG00000018303	400	6	60
ENSDARG00000018312	400	1	90
ENSDARG00000018325	400	23	30
ENSDARG00000018328	400	47	10
ENSDARG00000018329	400	62	10
ENSDARG00000018334	400	129	10
ENSDARG00000018342	400	31	20
ENSDARG00000018351	400	63	10
ENSDARG00000018382	400	11	40
ENSDARG00000018383	400	11	40
ENSDARG00000018399	400	9	50
ENSDARG00000018418	400	6	60
ENSDARG00000018423	400	1	90
ENSDARG00000018432	400	9	50
ENSDARG00000018441	400	2	80
ENSDARG00000018459	400	2	80
ENSDARG00000018476	400	25	20
ENSDARG00000018478	400	4	60
ENSDARG00000018491	400	5	60
ENSDARG00000018492	400	4	60
ENSDARG00000018494	400	25	20
ENSDARG00000018529	400	10	40
ENSDARG00000018530	400	2	80
ENSDARG00000018534	400	1.5	85
ENSDARG00000018553	400	4	60
ENSDARG00000018562	400	10	40
ENSDARG00000018566	400	18	30
ENSDARG00000018574	400	30	20
ENSDARG00000018593	400	1	90
ENSDARG00000018600	400	11	40
ENSDARG00000018602	400	3	70
ENSDARG00000018616	400	10	40
ENSDARG00000018618	400	15	30
ENSDARG00000018623	400	3	70
ENSDARG00000018643	400	6	60
ENSDARG00000018650	400	22	30
ENSDARG00000018658	400	2	80
ENSDARG00000018687	400	62	10
ENSDARG00000018691	400	18	30
ENSDARG00000018693	400	6	60
ENSDARG00000018698	400	6	60
ENSDARG00000018738	400	11	40
ENSDARG00000018787	400	1	90
ENSDARG00000018788	400	1	90
ENSDARG00000018809	400	1	90
ENSDARG00000018814	400	78	10
ENSDARG00000018817	400	10	40
ENSDARG00000018820	400	18	30
ENSDARG00000018840	400	5	60
ENSDARG00000018846	400	28	20
ENSDARG00000018882	400	62	10
ENSDARG00000018890	400	17	30
ENSDARG00000018891	400	31	20
ENSDARG00000018898	400	1	90
ENSDARG00000018902	400	138	10
ENSDARG00000018903	400	1	90
ENSDARG00000018904	400	25	20
ENSDARG00000018907	400	6	60
ENSDARG00000018936	400	1	90
ENSDARG00000018944	400	12	40
ENSDARG00000018953	400	26	20
ENSDARG00000018961	400	118	10
ENSDARG00000018966	400	1	90
ENSDARG00000018968	400	53	10
ENSDARG00000018973	400	4	60
ENSDARG00000018985	400	1	90
ENSDARG00000018989	400	47	10
ENSDARG00000019000	400	50	10
ENSDARG00000019004	400	1	90
ENSDARG00000019008	400	4	60
ENSDARG00000019033	400	4	60
ENSDARG00000019062	400	8	50
ENSDARG00000019096	400	46	20
ENSDARG00000019098	400	5	60
ENSDARG00000019103	400	3	70
ENSDARG00000019117	400	19	30
ENSDARG00000019128	400	2	80
ENSDARG00000019137	400	12	40
ENSDARG00000019144	400	2	80
ENSDARG00000019181	400	183	10
ENSDARG00000019213	400	7	50
ENSDARG00000019222	400	67	10
ENSDARG00000019230	400	150	10
ENSDARG00000019231	400	14	40
ENSDARG00000019233	400	1	90
ENSDARG00000019235	400	26	20
ENSDARG00000019236	400	29	20
ENSDARG00000019239	400	19	30
ENSDARG00000019253	400	4	60
ENSDARG00000019260	400	3	70
ENSDARG00000019280	400	38	20
ENSDARG00000019293	400	10	40
ENSDARG00000019294	400	4	60
ENSDARG00000019300	400	10	40
ENSDARG00000019307	400	28	20
ENSDARG00000019326	400	5	60
ENSDARG00000019328	400	1	90
ENSDARG00000019332	400	48	10
ENSDARG00000019335	400	12	40
ENSDARG00000019338	400	17	30
ENSDARG00000019339	400	7	50
ENSDARG00000019342	400	2	80
ENSDARG00000019345	400	11	40
ENSDARG00000019353	400	15	30
ENSDARG00000019355	400	3	70
ENSDARG00000019360	400	7	50
ENSDARG00000019362	400	1	90
ENSDARG00000019364	400	1	90
ENSDARG00000019371	400	56	10
ENSDARG00000019392	400	24	30
ENSDARG00000019398	400	101	10
ENSDARG00000019404	400	65	10
ENSDARG00000019417	400	4	60
